index_dec,index_hex,group,char,source
906,38a,confirmed,黄,vision
907,38b,confirmed,／,vision
908,38c,confirmed,素,vision
909,38d,confirmed,甘,vision
910,38e,confirmed,館,vision
911,38f,confirmed,蹴,vision
912,390,confirmed,皆,vision
913,391,confirmed,付,vision
914,392,confirmed,潜,vision
915,393,confirmed,龍,vision
916,394,confirmed,押,vision
917,395,confirmed,頂,vision
918,396,confirmed,伏,vision
919,397,confirmed,駄,vision
920,398,confirmed,済,vision
921,399,confirmed,贈,vision
922,39a,confirmed,検,vision
923,39b,confirmed,備,vision
924,39c,confirmed,公,vision
925,39d,confirmed,払,vision
926,39e,confirmed,庫,vision
927,39f,confirmed,呼,vision
928,3a0,confirmed,月,vision
929,3a1,confirmed,固,vision
930,3a2,confirmed,連,vision
931,3a3,confirmed,＆,vision
932,3a4,confirmed,陽,vision
933,3a5,confirmed,欽,vision
934,3a6,confirmed,寺,vision
935,3a7,confirmed,澤,vision
936,3a8,confirmed,堀,vision
937,3a9,confirmed,矢,vision
938,3aa,confirmed,哲,vision
939,3ab,confirmed,樋,vision
940,3ac,confirmed,求,vision
941,3ad,confirmed,技,vision
942,3ae,confirmed,吉,vision
943,3af,confirmed,玄,vision
944,3b0,confirmed,斎,vision
945,3b1,confirmed,隆,vision
946,3b2,confirmed,秀,vision
947,3b3,confirmed,握,vision
948,3b4,confirmed,姐,vision
949,3b5,confirmed,威,vision
950,3b6,confirmed,慰,vision
951,3b7,confirmed,井,vision
952,3b8,confirmed,域,vision
953,3b9,confirmed,逸,vision
954,3ba,confirmed,員,vision
955,3bb,confirmed,陰,vision
956,3bc,confirmed,永,vision
957,3bd,confirmed,越,vision
958,3be,confirmed,閉,vision
959,3bf,confirmed,円,vision
960,3c0,confirmed,宴,vision
961,3c1,confirmed,延,vision
962,3c2,confirmed,怨,vision
963,3c3,confirmed,縁,vision
964,3c4,confirmed,汚,vision
965,3c5,confirmed,央,vision
966,3c6,confirmed,奥,vision
967,3c7,confirmed,往,vision
968,3c8,confirmed,横,vision
969,3c9,confirmed,沖,vision
970,3ca,confirmed,恩,vision
971,3cb,confirmed,穏,vision
972,3cc,confirmed,音,vision
973,3cd,confirmed,仮,vision
974,3ce,confirmed,価,vision
975,3cf,confirmed,快,vision
976,3d0,confirmed,怪,vision
977,3d1,confirmed,戒,vision
978,3d2,confirmed,改,vision
979,3d3,confirmed,灰,vision
980,3d4,confirmed,崖,vision
981,3d5,confirmed,概,vision
982,3d6,confirmed,涯,vision
983,3d7,confirmed,鎧,vision
984,3d8,confirmed,核,vision
985,3d9,confirmed,獲,vision
986,3da,confirmed,閣,vision
987,3db,confirmed,隔,vision
988,3dc,confirmed,額,vision
989,3dd,confirmed,割,vision
990,3de,confirmed,滑,vision
991,3df,confirmed,寒,vision
992,3e0,confirmed,勧,vision
993,3e1,confirmed,巻,vision
994,3e2,confirmed,慎,vision
995,3e3,confirmed,欽,vision
996,3e4,confirmed,汗,vision
997,3e5,confirmed,監,vision
998,3e6,confirmed,管,vision
999,3e7,confirmed,艦,vision
1000,3e8,confirmed,観,vision
1001,3e9,confirmed,還,vision
1002,3ea,confirmed,陥,vision
1003,3eb,confirmed,眼,vision
1004,3ec,confirmed,喜,vision
1005,3ed,confirmed,基,vision
1006,3ee,confirmed,寄,vision
1007,3ef,confirmed,希,vision
1008,3f0,confirmed,忌,vision
1009,3f1,confirmed,棄,vision
1010,3f2,confirmed,祈,vision
1011,3f3,confirmed,規,vision
1012,3f4,confirmed,偽,vision
1013,3f5,confirmed,擬,vision
1014,3f6,confirmed,犠,vision
1015,3f7,confirmed,疑,vision
1016,3f8,confirmed,客,vision
1017,3f9,confirmed,脚,vision
1018,3fa,confirmed,虐,vision
1019,3fb,confirmed,丘,vision
1020,3fc,confirmed,仇,vision
1021,3fd,confirmed,休,vision
1022,3fe,confirmed,泣,vision
1023,3ff,confirmed,旧,vision
1024,400,confirmed,居,vision
1025,401,confirmed,拒,vision
1026,402,confirmed,拠,vision
1027,403,confirmed,挙,vision
1028,404,confirmed,虚,vision
1029,405,confirmed,許,vision
1030,406,confirmed,競,vision
1031,407,confirmed,共,vision
1032,408,confirmed,凶,vision
1033,409,confirmed,協,vision
1034,40a,confirmed,境,vision
1035,40b,confirmed,怯,vision
1036,40c,confirmed,狂,vision
1037,40d,confirmed,胸,vision
1038,40e,confirmed,脅,vision
1039,40f,confirmed,郷,vision
1040,410,confirmed,勤,vision
1041,411,confirmed,均,vision
1042,412,confirmed,筋,vision
1043,413,confirmed,緊,vision
1044,414,confirmed,九,vision
1045,415,confirmed,苦,vision
1046,416,confirmed,駆,vision
1047,417,confirmed,具,vision
1048,418,confirmed,愚,vision
1049,419,confirmed,偶,vision
1050,41a,confirmed,屈,vision
1051,41b,confirmed,掘,vision
1052,41c,confirmed,窟,vision
1053,41d,confirmed,君,vision
1054,41e,confirmed,訓,vision
1055,41f,confirmed,群,vision
1056,420,confirmed,係,vision
1057,421,confirmed,刑,vision
1058,422,confirmed,契,vision
1059,423,confirmed,敬,vision
1060,424,confirmed,系,vision
1061,425,confirmed,継,vision
1062,426,confirmed,隙,vision
1063,427,confirmed,欠,vision
1064,428,confirmed,穴,vision
1065,429,confirmed,兼,vision
1066,42a,confirmed,堅,vision
1067,42b,confirmed,嫌,vision
1068,42c,confirmed,建,vision
1069,42d,confirmed,拳,vision
1070,42e,confirmed,肩,vision
1071,42f,confirmed,賢,vision
1072,430,confirmed,験,vision
1073,431,confirmed,厳,vision
1074,432,confirmed,幻,vision
1075,433,confirmed,源,vision
1076,434,confirmed,舷,vision
1077,435,confirmed,個,vision
1078,436,confirmed,戸,vision
1079,437,confirmed,故,vision
1080,438,confirmed,枯,vision
1081,439,confirmed,五,vision
1082,43a,confirmed,悟,vision
1083,43b,confirmed,誤,vision
1084,43c,confirmed,交,vision
1085,43d,confirmed,后,vision
1086,43e,confirmed,慌,vision
1087,43f,confirmed,皇,vision
1088,440,confirmed,肯,vision
1089,441,confirmed,航,vision
1090,442,confirmed,衝,vision
1091,443,confirmed,講,vision
1092,444,confirmed,鋼,vision
1093,445,confirmed,降,vision
1094,446,confirmed,劫,vision
1095,447,confirmed,号,vision
1096,448,confirmed,豪,vision
1097,449,confirmed,酷,vision
1098,44a,confirmed,骨,vision
1099,44b,confirmed,頃,vision
1100,44c,confirmed,恨,vision
1101,44d,confirmed,昏,vision
1102,44e,confirmed,魂,vision
1103,44f,confirmed,差,vision
1104,450,confirmed,査,vision
1105,451,confirmed,鎖,vision
1106,452,confirmed,塞,vision
1107,453,confirmed,妻,vision
1108,454,confirmed,災,vision
1109,455,confirmed,砕,vision
1110,456,confirmed,砦,vision
1111,457,confirmed,材,vision
1112,458,confirmed,際,vision
1113,459,confirmed,三,vision
1114,45a,confirmed,惨,vision
1115,45b,confirmed,産,vision
1116,45c,confirmed,賛,vision
1117,45d,confirmed,斬,vision
1118,45e,confirmed,屍,vision
1119,45f,confirmed,糸,vision
1120,460,confirmed,紙,vision
1121,461,confirmed,視,vision
1122,462,confirmed,慈,vision
1123,463,confirmed,辞,vision
1124,464,confirmed,室,vision
1125,465,confirmed,謝,vision
1126,466,confirmed,釈,vision
1127,467,confirmed,若,vision
1128,468,confirmed,寂,vision
1129,469,confirmed,殊,vision
1130,46a,confirmed,狩,vision
1131,46b,confirmed,種,vision
1132,46c,confirmed,首,vision
1133,46d,confirmed,授,vision
1134,46e,confirmed,収,vision
1135,46f,confirmed,習,vision
1136,470,confirmed,舟,vision
1137,471,confirmed,週,vision
1138,472,confirmed,充,vision
1139,473,confirmed,十,vision
1140,474,confirmed,縦,vision
1141,475,confirmed,祝,vision
1142,476,confirmed,述,vision
1143,477,confirmed,盾,vision
1144,478,confirmed,純,vision
1145,479,confirmed,除,vision
1146,47a,confirmed,渉,vision
1147,47b,confirmed,焦,vision
1148,47c,confirmed,照,vision
1149,47d,confirmed,省,vision
1150,47e,confirmed,衝,vision
1151,47f,confirmed,詳,vision
1152,480,confirmed,貧,vision
1153,481,confirmed,冗,vision
1154,482,confirmed,杖,vision
1155,483,confirmed,浄,vision
1156,484,confirmed,師,vision
1157,485,confirmed,触,vision
1158,486,confirmed,辱,vision
1159,487,confirmed,寝,vision
1160,488,confirmed,臣,vision
1161,489,confirmed,震,vision
1162,48a,confirmed,孕,vision
1163,48b,confirmed,迅,vision
1164,48c,confirmed,図,vision
1165,48d,confirmed,吹,vision
1166,48e,confirmed,帥,vision
1167,48f,confirmed,推,vision
1168,490,confirmed,衰,vision
1169,491,confirmed,瀬,vision
1170,492,confirmed,征,vision
1171,493,confirmed,整,vision
1172,494,confirmed,晴,vision
1173,495,confirmed,牲,vision
1174,496,confirmed,盛,vision
1175,497,confirmed,西,vision
1176,498,confirmed,誠,vision
1177,499,confirmed,隻,vision
1178,49a,confirmed,席,vision
1179,49b,confirmed,惜,vision
1180,49c,confirmed,斥,vision
1181,49d,confirmed,析,vision
1182,49e,confirmed,責,vision
1183,49f,confirmed,折,vision
1184,4a0,confirmed,占,vision
1185,4a1,confirmed,専,vision
1186,4a2,confirmed,泉,vision
1187,4a3,confirmed,線,vision
1188,4a4,confirmed,祖,vision
1189,4a5,confirmed,粗,vision
1190,4a6,confirmed,組,vision
1191,4a7,confirmed,僧,vision
1192,4a8,confirmed,双,vision
1193,4a9,confirmed,倉,vision
1194,4aa,confirmed,遭,vision
1195,4ab,confirmed,憎,vision
1196,4ac,confirmed,側,vision
1197,4ad,confirmed,則,vision
1198,4ae,confirmed,捉,vision
1199,4af,confirmed,束,vision
1200,4b0,confirmed,俗,vision
1201,4b1,confirmed,尊,vision
1202,4b2,confirmed,損,vision
1203,4b3,confirmed,太,vision
1204,4b4,confirmed,汰,vision
1205,4b5,confirmed,堕,vision
1206,4b6,confirmed,妥,vision
1207,4b7,confirmed,怠,vision
1208,4b8,confirmed,戴,vision
1209,4b9,confirmed,台,vision
1210,4ba,confirmed,第,vision
1211,4bb,confirmed,叩,vision
1212,4bc,confirmed,誰,vision
1213,4bd,confirmed,鍛,vision
1214,4be,confirmed,弾,vision
1215,4bf,confirmed,暖,vision
1216,4c0,confirmed,段,vision
1217,4c1,confirmed,談,vision
1218,4c2,confirmed,値,vision
1219,4c3,confirmed,遅,vision
1220,4c4,confirmed,築,vision
1221,4c5,confirmed,逐,vision
1222,4c6,confirmed,宙,vision
1223,4c7,confirmed,柱,vision
1224,4c8,confirmed,注,vision
1225,4c9,confirmed,駐,vision
1226,4ca,confirmed,著,vision
1227,4cb,confirmed,兆,vision
1228,4cc,confirmed,張,vision
1229,4cd,confirmed,徴,vision
1230,4ce,confirmed,超,vision
1231,4cf,confirmed,勅,vision
1232,4d0,confirmed,墜,vision
1233,4d1,confirmed,低,vision
1234,4d2,confirmed,庭,vision
1235,4d3,confirmed,提,vision
1236,4d4,confirmed,適,vision
1237,4d5,confirmed,登,vision
1238,4d6,confirmed,途,vision
1239,4d7,confirmed,努,vision
1240,4d8,confirmed,奴,vision
1241,4d9,confirmed,東,vision
1242,4da,confirmed,盗,vision
1243,4db,confirmed,等,vision
1244,4dc,confirmed,峠,vision
1245,4dd,confirmed,特,vision
1246,4de,confirmed,独,vision
1247,4df,confirmed,届,vision
1248,4e0,confirmed,鈍,vision
1249,4e1,confirmed,南,vision
1250,4e2,confirmed,軟,vision
1251,4e3,confirmed,汝,vision
1252,4e4,confirmed,忍,vision
1253,4e5,confirmed,悩,vision
1254,4e6,confirmed,脳,vision
1255,4e7,confirmed,拝,vision
1256,4e8,confirmed,排,vision
1257,4e9,confirmed,背,vision
1258,4ea,confirmed,白,vision
1259,4eb,confirmed,迫,vision
1260,4ec,confirmed,爆,vision
1261,4ed,confirmed,八,vision
1262,4ee,confirmed,伐,vision
1263,4ef,confirmed,判,vision
1264,4f0,confirmed,犯,vision
1265,4f1,confirmed,繁,vision
1266,4f2,confirmed,番,vision
1267,4f3,confirmed,蛮,vision
1268,4f4,confirmed,卑,vision
1269,4f5,confirmed,否,vision
1270,4f6,confirmed,扉,vision
1271,4f7,confirmed,批,vision
1272,4f8,confirmed,比,vision
1273,4f9,confirmed,避,vision
1274,4fa,confirmed,尾,vision
1275,4fb,confirmed,評,vision
1276,4fc,confirmed,貧,vision
1277,4fd,confirmed,布,vision
1278,4fe,confirmed,普,vision
1279,4ff,confirmed,副,vision
1280,500,confirmed,服,vision
1281,501,confirmed,腹,vision
1282,502,confirmed,憤,vision
1283,503,confirmed,粉,vision
1284,504,confirmed,並,vision
1285,505,confirmed,壁,vision
1286,506,confirmed,蔑,vision
1287,507,confirmed,弁,vision
1288,508,confirmed,保,vision
1289,509,confirmed,補,vision
1290,50a,confirmed,母,vision
1291,50b,confirmed,崩,vision
1292,50c,confirmed,抱,vision
1293,50d,confirmed,豊,vision
1294,50e,confirmed,坊,vision
1295,50f,confirmed,妨,vision
1296,510,confirmed,忙,vision
1297,511,confirmed,膨,vision
1298,512,confirmed,没,vision
1299,513,confirmed,奔,vision
1300,514,confirmed,妹,vision
1301,515,confirmed,万,vision
1302,516,confirmed,魅,vision
1303,517,confirmed,密,vision
1304,518,confirmed,盟,vision
1305,519,confirmed,迷,vision
1306,51a,confirmed,毛,vision
1307,51b,confirmed,黙,vision
1308,51c,confirmed,問,vision
1309,51d,confirmed,役,vision
1310,51e,confirmed,約,vision
1311,51f,confirmed,薬,vision
1312,520,confirmed,癒,vision
1313,521,confirmed,由,vision
1314,522,confirmed,誘,vision
1315,523,confirmed,遊,vision
1316,524,confirmed,与,vision
1317,525,confirmed,預,vision
1318,526,confirmed,幼,vision
1319,527,confirmed,容,vision
1320,528,confirmed,揺,vision
1321,529,confirmed,養,vision
1322,52a,confirmed,抑,vision
1323,52b,confirmed,翼,vision
1324,52c,confirmed,雷,vision
1325,52d,confirmed,嵐,vision
1326,52e,confirmed,覧,vision
1327,52f,confirmed,留,vision
1328,530,confirmed,侶,vision
1329,531,confirmed,慮,vision
1330,532,confirmed,量,vision
1331,533,confirmed,緑,vision
1332,534,confirmed,林,vision
1333,535,confirmed,臨,vision
1334,536,confirmed,涙,vision
1335,537,confirmed,類,vision
1336,538,confirmed,励,vision
1337,539,confirmed,列,vision
1338,53a,confirmed,劣,vision
1339,53b,confirmed,裂,vision
1340,53c,confirmed,恋,vision
1341,53d,confirmed,練,vision
1342,53e,confirmed,労,vision
1343,53f,confirmed,狼,vision
1344,540,confirmed,六,vision
1345,541,confirmed,録,vision
1346,542,confirmed,論,vision
1347,543,confirmed,緒,vision
1348,544,confirmed,恥,vision
1349,545,confirmed,槍,vision
1350,546,confirmed,益,vision
1351,547,confirmed,魔,vision
1352,548,confirmed,点,vision
1353,549,confirmed,狙,vision
1354,54a,confirmed,虫,vision
1355,54b,confirmed,惑,vision
1356,54c,confirmed,読,vision
1357,54d,confirmed,媒,vision
1358,54e,confirmed,標,vision
1359,54f,confirmed,嬢,vision
1360,550,confirmed,暇,vision
1361,551,confirmed,氷,vision
1362,552,confirmed,赦,vision
1363,553,confirmed,迂,vision
1364,554,confirmed,臆,vision
1365,555,confirmed,葛,vision
1366,556,confirmed,星,vision
1367,557,confirmed,逢,vision
1368,558,confirmed,象,vision
1369,559,confirmed,其,vision
1370,55a,confirmed,裾,vision
1371,55b,confirmed,鬼,vision
1372,55c,confirmed,吸,vision
1373,55d,confirmed,覆,vision
1374,55e,confirmed,歳,vision
1375,55f,confirmed,訳,vision
1376,560,confirmed,鹿,vision
1377,561,confirmed,経,vision
1378,562,confirmed,香,vision
1379,563,confirmed,潮,vision
1380,564,confirmed,偵,vision
1381,565,confirmed,秩,vision
1382,566,confirmed,貫,vision
1383,567,confirmed,至,vision
1384,568,confirmed,花,vision
1385,569,confirmed,耕,vision
1386,56a,confirmed,曲,vision
1387,56b,confirmed,園,vision
1388,56c,confirmed,笠,vision
1389,56d,confirmed,咲,vision
1390,56e,confirmed,奈,vision
1391,56f,confirmed,恵,vision
1392,570,confirmed,酒,vision
1393,571,confirmed,飲,vision
1394,572,confirmed,商,vision
1395,573,confirmed,芭,vision
1396,574,confirmed,泥,vision
1397,575,confirmed,亜,vision
1398,576,confirmed,店,vision
1399,577,confirmed,剃,vision
1400,578,confirmed,趣,vision
1401,579,confirmed,株,vision
1402,57a,confirmed,社,vision
1403,57b,confirmed,草,vision
1404,57c,confirmed,毅,vision
1405,57d,confirmed,国,vision
1406,57e,confirmed,府,vision
1407,57f,confirmed,潘,vision
1408,580,confirmed,樹,vision
1409,581,confirmed,眞,vision
1410,582,confirmed,柴,vision
1411,583,confirmed,鮎,vision
1412,584,confirmed,里,vision
1413,585,confirmed,輔,vision
1414,586,confirmed,鶴,vision
1415,587,confirmed,塩,vision
1416,588,confirmed,沢,vision
1417,589,confirmed,晶,vision
1418,58a,confirmed,亮,vision
1419,58b,confirmed,笹,vision
1420,58c,confirmed,岡,vision
1421,58d,confirmed,蔵,vision
1422,58e,confirmed,津,vision
1423,58f,confirmed,沼,vision
1424,590,confirmed,介,vision
1425,591,confirmed,稲,vision
1426,592,confirmed,之,vision
1427,593,confirmed,嶋,vision
1428,594,confirmed,麻,vision
1429,595,confirmed,坂,vision
1430,596,confirmed,吾,vision
1431,597,confirmed,演,vision
1432,598,confirmed,絵,vision
1433,599,confirmed,督,vision
1434,59a,confirmed,芳,vision
1435,59b,confirmed,康,vision
1436,59c,confirmed,．,vision
1437,59d,confirmed,淳,vision
1438,59e,confirmed,撮,vision
1439,59f,confirmed,晃,vision
1440,5a0,confirmed,茂,vision
1441,5a1,confirmed,昌,vision
1442,5a2,confirmed,枝,vision
1443,5a3,confirmed,俣,vision
1444,5a4,confirmed,啓,vision
1445,5a5,confirmed,馬,vision
1446,5a6,confirmed,宏,vision
1447,5a7,confirmed,聡,vision
1448,5a8,confirmed,梁,vision
1449,5a9,confirmed,洋,vision
1450,5aa,confirmed,博,vision
1451,5ab,confirmed,飯,vision
1452,5ac,confirmed,篤,vision
1453,5ad,confirmed,竹,vision
1454,5ae,confirmed,浅,vision
1455,5af,confirmed,縛,vision
1456,5b0,confirmed,碁,vision
1457,5b1,confirmed,荷,vision
1458,5b2,confirmed,獄,vision
1459,5b3,confirmed,堂,vision
1460,5b4,confirmed,宇,vision
1461,5b5,confirmed,際,vision
1462,5b6,confirmed,借,vision
1463,5b7,confirmed,測,vision
1464,5b8,confirmed,慢,vision
1465,5b9,confirmed,敷,vision
1466,5ba,confirmed,矛,vision
1467,5bb,confirmed,憶,vision
1468,5bc,confirmed,匹,vision
1469,5bd,confirmed,維,vision
1470,5be,confirmed,題,vision
1471,5bf,confirmed,棋,vision
1472,5c0,confirmed,版,vision
1473,5c1,confirmed,錬,vision
1474,5c2,confirmed,ｚ,vision
1475,5c3,confirmed,雇,vision
1476,5c4,confirmed,給,vision
1477,5c5,confirmed,料,vision
1478,5c6,confirmed,芸,vision
1479,5c7,confirmed,便,vision
1480,5c8,confirmed,募,vision
1481,5c9,confirmed,升,vision
1482,5ca,confirmed,匠,vision
1483,5cb,confirmed,溜,vision
1484,5cc,confirmed,ｍ,vision
1485,5cd,confirmed,＿,vision
1486,5ce,confirmed,崇,vision
1487,5cf,confirmed,針,vision
1488,5d0,confirmed,＾,vision
1489,5d1,confirmed,杯,vision
1490,5d2,confirmed,巡,vision
1491,5d3,confirmed,繊,vision
1492,5d4,confirmed,党,vision
1493,5d5,confirmed,毒,vision
1494,5d6,confirmed,絡,vision
1495,5d7,confirmed,雑,vision
1496,5d8,confirmed,廃,vision
1497,5d9,confirmed,猶,vision
1498,5da,confirmed,構,vision
1499,5db,confirmed,停,vision
1500,5dc,confirmed,滞,vision
1501,5dd,confirmed,秤,vision
1502,5de,confirmed,〇,vision
1503,5df,confirmed,✕,vision
1504,5e0,confirmed,,blank
1505,5e1,confirmed,,blank
1506,5e2,confirmed,,blank
1507,5e3,confirmed,,blank
1508,5e4,confirmed,,blank
1509,5e5,confirmed,,blank
1510,5e6,confirmed,,blank
1511,5e7,confirmed,,blank
1512,5e8,confirmed,,blank
1513,5e9,confirmed,,blank
1514,5ea,confirmed,,blank
1515,5eb,confirmed,,blank
1516,5ec,confirmed,,blank
1517,5ed,confirmed,,blank
1518,5ee,confirmed,,blank
1519,5ef,confirmed,,blank
1520,5f0,confirmed,,blank
1521,5f1,confirmed,,blank
1522,5f2,confirmed,,blank
1523,5f3,confirmed,,blank
1524,5f4,confirmed,,blank
1525,5f5,confirmed,,blank
1526,5f6,confirmed,,blank
1527,5f7,confirmed,,blank
1528,5f8,confirmed,,blank
1529,5f9,confirmed,,blank
1530,5fa,confirmed,,blank
1531,5fb,confirmed,,blank
1532,5fc,confirmed,,blank
1533,5fd,confirmed,,blank
1534,5fe,confirmed,,blank
1535,5ff,confirmed,,blank
